id,Name,Location,Pincode,Category,Total beds ICU,Total beds normal,Total beds ventilation,Available beds ICU,Available beds normal,Available beds ventilation
2763,Weisman Childrens Rehabilitation Hospital,"Marlton, NJ",,Proprietary,476,660,51,455,375,44
2764,Unm Hospital,"Albuquerque, NM",,Unknown,474,614,72,188,210,38
2765,Christus St Vincent Regional Medical Center,"Santa Fe, NM",,Private,382,551,21,67,350,5
2766,Alta Vista Regional Hospital,"Las Vegas, NM",,Government,441,68,52,184,43,28
2767,Gerald Champion Regional Medical Center,"Alamogordo, NM",,Private,97,432,17,19,401,12
2768,San Juan Regional Medical Center,"Farmington, NM",,Private,118,471,27,72,283,20
2769,Eastern New Mexico Medical Center,"Roswell, NM",,Proprietary,238,342,63,223,84,28
2770,Lovelace Medical Center,"Albuquerque, NM",,Private,112,604,75,49,382,63
2771,Presbyterian Espanola Hospital,"Espanola, NM",,Private,226,280,45,71,137,39
2772,Gila Regional Medical Center,"Silver City, NM",,Government,375,484,67,26,124,42
2773,Lovelace Women's Hospital,"Albuquerque, NM",,Government,224,88,24,6,1,12
2774,Memorial Medical Center,"Las Cruces, NM",,Proprietary,218,573,6,1,436,0
2775,Presbyterian Hospital,"Albuquerque, NM",,Private,402,569,54,130,156,12
2776,Plains Regional Medical Center,"Clovis, NM",,Government,127,217,59,116,130,14
2777,Artesia General Hospital,"Artesia, NM",,Unknown,464,624,70,443,575,33
2778,Los Alamos Medical Center,"Los Alamos, NM",,Proprietary,364,563,35,275,271,15
2779,Rehoboth Mckinley Christian Health Care Services,"Gallup, NM",,Private,43,44,14,33,43,1
2780,Santa Fe Phs Indian Hospital,"Santa Fe, NM",,Government,312,270,9,37,121,0
2781,Mescalero Phs Indian Hospital,"Mescalero, NM",,Government,17,449,42,3,60,30
2782,Northern Navajo Medical Center,"Shiprock, NM",,Government,211,438,1,183,189,1
2783,Zuni Comprehensive Community Health Center,"Zuni, NM",,Government,77,338,58,70,44,12
2784,Gallup Indian Medical Center,"Gallup, NM",,Government,328,299,17,144,115,5
2785,Crownpoint Healthcare Facility,"Crownpoint, NM",,Government,293,156,2,119,147,0
2786,Carlsbad Medical Center,"Carlsbad, NM",,Proprietary,205,68,21,200,10,4
2787,Lea Regional Medical Center,"Hobbs, NM",,Proprietary,336,187,72,332,104,20
2788,Guadalupe County Hospital,"Santa Rosa, NM",,Government,216,490,53,6,180,51
2789,Dhhs Usphs Indian Health Services,"San Fidel, NM",,Government,187,136,69,160,36,20
2790,Lovelace Westside Hospital,"Albuquerque, NM",,Proprietary,237,466,45,205,89,44
2791,Roosevelt General Hospital,"Portales, NM",,Government,38,646,21,4,528,1
2792,Mountain View Regional Medical Center,"Las Cruces, NM",,Proprietary,49,262,64,3,249,12
2793,Lovelace Regional Hospital - Roswell,"Roswell, NM",,Proprietary,90,627,10,35,591,6
2794,Unm Sandoval Regional Medical Center,"Rio Rancho, NM",,Private,241,681,44,59,382,35
2795,Sierra Vista Hospital,"T Or C, NM",,Proprietary,487,397,14,289,182,14
2796,Socorro General Hospital,"Socorro, NM",,Proprietary,200,589,75,187,366,24
2797,Dr Dan C Trigg Memorial Hospital,"Tucumcari, NM",,Private,411,661,38,289,196,26
2798,Union County General Hospital,"Clayton, NM",,Unknown,425,402,37,337,283,4
2799,Nor-lea Hospital District,"Lovington, NM",,Government,121,142,65,2,88,17
2800,Lincoln County Medical Center,"Ruidoso, NM",,Private,432,461,25,104,282,4
2801,Miners' Colfax Medical Center,"Raton, NM",,Government,246,526,74,162,288,64
2802,Cibola General Hospital,"Grants, NM",,Government,317,330,64,130,140,28
2803,Mimbres Memorial Hospital,"Deming, NM",,Proprietary,181,556,30,131,299,15
2804,Holy Cross Hospital A Div Of Taos Health Systems,"Taos, NM",,Private,188,498,61,33,459,61
2805,Albany Memorial Hospital,"Albany, NY",,Private,414,590,60,234,295,33
2806,Healthalliance Hospital Broadway Campus,"Kingston, NY",,Private,409,60,38,309,58,11
2807,Kaleida Health,"Buffalo, NY",,Private,465,695,54,251,605,40
2808,St Joseph's Medical Center,"Yonkers, NY",,Private,480,184,7,243,115,4
2809,Wyoming County Community Hospital,"Warsaw, NY",,Government,417,643,3,265,140,1
2810,Bronx-lebanon Hospital Center,"Bronx, NY",,Proprietary,381,152,1,92,144,0
2811,"Our Lady Of Lourdes Memorial Hospital, Inc","Binghamton, NY",,Private,284,130,45,212,127,40
2812,Albany Medical Center Hospital,"Albany, NY",,Private,313,175,36,300,166,32
2813,Jamaica Hospital Medical Center,"Jamaica, NY",,Private,186,149,54,106,12,13
2814,"New York Community Hospital Of Brooklyn, Inc.","Brooklyn, NY",,Private,182,325,61,34,299,35
2815,Vassar Brothers Medical Center,"Poughkeepsie, NY",,Private,315,216,43,185,216,25
2816,Mount Sinai Hospital,"New York, NY",,Private,463,401,71,260,12,47
2817,Nassau University Medical Center,"East Meadow, NY",,Government,330,442,30,308,425,16
2818,Richmond University Medical Center,"Staten Island, NY",,Private,204,518,33,113,373,20
2819,Newark-wayne Community Hospital,"Newark, NY",,Private,189,485,57,58,142,30
2820,Chenango Memorial Hospital,"Norwich, NY",,Private,256,581,61,197,540,19
2821,Southside Hospital,"Bay Shore, NY",,Private,28,70,15,26,23,14
2822,Faxton-st Luke's Healthcare,"Utica, NY",,Private,47,684,54,7,81,41
2823,Huntington Hospital,"Huntington, NY",,Private,30,492,29,24,237,13
2824,Mount Sinai West,"New York, NY",,Private,394,628,28,357,27,10
2825,St Mary's Hospital At Amsterdam,"Amsterdam, NY",,Private,250,267,21,154,218,11
2826,Northern Dutchess Hospital,"Rhinebeck, NY",,Private,204,297,15,106,247,11
2827,New York-presbyterian/queens,"Flushing, NY",,Private,418,668,28,37,325,11
2828,Brooklyn Hospital Center At Downtown Campus,"Brooklyn, NY",,Private,5,82,10,5,73,2
2829,St Peter's Hospital,"Albany, NY",,Private,232,142,65,186,109,48
2830,Geneva General Hospital,"Geneva, NY",,Private,181,86,54,127,80,19
2831,Montefiore Medical Center,"Bronx, NY",,Private,180,115,17,167,91,15
2832,Niagara Falls Memorial Medical Center,"Niagara Falls, NY",,Unknown,424,435,37,301,243,18
2833,United Memorial Medical Center,"Batavia, NY",,Private,477,85,4,208,70,4
2834,F F Thompson Hospital,"Canandaigua, NY",,Private,199,370,3,185,157,2
2835,Sisters Of Charity Hospital,"Buffalo, NY",,Private,3,601,3,2,506,0
2836,Adirondack Medical Center,"Saranac Lake, NY",,Unknown,231,545,22,16,420,2
2837,Lincoln Medical & Mental Health Center,"Bronx, NY",,Government,336,500,13,22,180,10
2838,Alice Hyde Medical Center,"Malone, NY",,Unknown,215,58,9,213,18,7
2839,Aurelia Osborn Fox Memorial Hospital,"Oneonta, NY",,Private,159,469,2,25,143,2
2840,Montefiore Mount Vernon Hospital,"Mount Vernon, NY",,Private,414,131,74,398,17,44
2841,Eastern Long Island Hospital,"Greenport, NY",,Private,472,532,76,349,76,15
2842,Arnot Ogden Medical Center,"Elmira, NY",,Private,402,579,66,136,527,19
2843,Columbia Memorial Hospital,"Hudson, NY",,Private,496,516,75,268,55,51
2844,Jones Memorial Hospital,"Wellsville, NY",,Private,446,334,67,267,112,11
2845,N Y Eye And Ear Infirmary,"New York, NY",,Private,206,386,22,194,98,20
2846,New York-presbyterian Hospital,"New York, NY",,Private,139,551,25,41,316,14
2847,Kenmore Mercy Hospital,"Kenmore, NY",,Church,490,239,15,385,12,3
2848,Olean General Hospital,"Olean, NY",,Proprietary,45,334,8,28,314,0
2849,Nyack Hospital,"Nyack, NY",,Unknown,447,89,13,21,22,3
2850,North Shore University Hospital,"Manhasset, NY",,Private,392,574,30,214,497,1
2851,Peconic Bay Medical Center,"Riverhead, NY",,Private,365,217,40,154,170,14
2852,"St Joseph's Hospital, Inc","Elmira, NY",,Private,310,504,16,90,81,5
2853,Bertrand Chaffee Hospital,"Springville, NY",,Private,75,154,33,68,119,26
2854,Oneida Health Hospital,"Oneida, NY",,Unknown,111,245,61,102,208,43
2855,Lenox Hill Hospital,"New York, NY",,Private,242,357,74,215,243,17
2856,Rochester General Hospital,"Rochester, NY",,Private,445,232,46,374,165,8
2857,Orange Regional Medical Center,"Middletown, NY",,Private,433,682,9,227,220,4
2858,Jacobi Medical Center,"Bronx, NY",,Government,360,198,33,137,180,15
2859,Elmhurst Hospital Center,"Elmhurst, NY",,Government,442,623,8,322,49,6
2860,Tlc Network,"Irving, NY",,Private,272,584,33,202,280,24
2861,Bon Secours Community Hospital,"Port Jervis, NY",,Church,387,492,25,268,357,20
2862,Mary Imogene Bassett Hospital,"Cooperstown, NY",,Private,164,39,19,49,0,7
2863,St Joseph's Hospital Health Center,"Syracuse, NY",,Private,390,426,59,33,256,41
2864,Long Island Community Hospital,"Patchogue, NY",,Private,466,692,53,340,250,52
2865,"Ira Davenport Memorial Hospital, Inc","Bath, NY",,Unknown,46,359,49,14,12,34
2866,St James Mercy Hospital,"Hornell, NY",,Church,70,390,33,57,78,3
2867,Ellis Hospital,"Schenectady, NY",,Proprietary,168,367,30,36,87,13
2868,Samaritan Medical Center,"Watertown, NY",,Private,279,355,32,43,168,24
2869,Good Samaritan Hospital Of Suffern,"Suffern, NY",,Church,442,311,75,264,150,35
2870,Staten Island University Hospital,"Staten Island, NY",,Private,446,680,77,324,300,60
2871,Northern Westchester Hospital,"Mount Kisco, NY",,Private,36,159,76,13,26,47
2872,Eastern Niagara Hospital,"Lockport, NY",,Private,138,645,64,136,158,62
2873,Highland Hospital,"Rochester, NY",,Private,177,158,45,39,19,8
2874,"Westfield Memorial Hospital, Inc","Westfield, NY",,Private,465,95,67,316,25,14
2875,Nyu Winthrop Hospital,"Mineola, NY",,Private,200,173,38,93,117,3
2876,Mount Sinai Beth Israel,"New York, NY",,Private,194,339,24,180,304,2
2877,"Cortland Regional Medical Center, Inc","Cortland, NY",,Private,156,608,73,40,37,44
2878,Samaritan Hospital,"Troy, NY",,Private,447,77,59,426,7,25
2879,Glen Cove Hospital,"Glen Cove, NY",,Private,22,173,23,14,29,18
2880,"St Francis Hospital, Roslyn","Roslyn, NY",,Church,208,639,8,119,470,0
2881,Montefiore New Rochelle Hospital,"New Rochelle, NY",,Private,456,307,29,369,42,22
2882,John T Mather Memorial Hospital  Of Port Jefferson,"Port Jefferson, NY",,Private,433,90,71,230,31,18
2883,Mount St Mary's Hospital And  Health Center,"Lewiston, NY",,Church,326,413,18,228,294,6
2884,Glens Falls Hospital,"Glens Falls, NY",,Private,252,484,58,185,350,19
2885,Flushing Hospital Medical Center,"Flushing, NY",,Private,84,185,16,78,112,6
2886,Maimonides Medical Center,"Brooklyn, NY",,Private,143,322,14,32,210,9
2887,Long Island Jewish Medical Center,"New Hyde Park, NY",,Private,317,306,9,264,232,1
2888,Coney Island Hospital,"Brooklyn, NY",,Government,156,441,70,65,330,63
2889,Canton-potsdam Hospital,"Potsdam, NY",,Private,129,327,38,37,253,31
2890,South Nassau Communities Hospital,"Oceanside, NY",,Private,114,472,31,11,393,18
2891,Metropolitan Hospital Center,"New York, NY",,Government,197,195,23,175,17,1
2892,Kingsbrook Jewish Medical Center,"Brooklyn, NY",,Private,173,568,8,42,357,7
2893,Kings County Hospital Center,"Brooklyn, NY",,Government,469,543,38,41,314,35
2894,Crouse Hospital,"Syracuse, NY",,Private,10,352,62,6,62,38
2895,Bellevue Hospital Center,"New York, NY",,Government,125,69,27,20,26,3
2896,St Anthony Community Hospital,"Warwick, NY",,Church,129,606,25,57,424,15
2897,St John's Riverside Hospital,"Yonkers, NY",,Private,389,676,47,241,449,17
2898,Claxton-hepburn Medical Center,"Ogdensburg, NY",,Private,73,680,24,43,503,24
2899,Nyu Langone Hospitals,"New York, NY",,Private,7,172,30,7,154,25
2900,"Rome Memorial Hospital, Inc","Rome, NY",,Private,189,173,3,112,4,3
2901,Oswego Hospital,"Oswego, NY",,Private,228,94,73,187,45,30
2902,Erie County Medical Center,"Buffalo, NY",,Private,320,455,2,314,29,0
2903,Wyckoff Heights Medical Center,"Brooklyn, NY",,Private,417,323,13,124,317,5
2904,Saratoga Hospital,"Saratoga Springs, NY",,Private,216,692,58,16,193,12
2905,Massena Memorial Hospital,"Massena, NY",,Government,336,306,29,165,293,20
2906,Healthalliance Hospital Marys Avenue Campus,"Kingston, NY",,Church,433,362,34,296,283,25
2907,Unity Hospital Of Rochester,"Rochester, NY",,Private,54,339,20,11,124,17
2908,Brooks Memorial Hospital,"Dunkirk, NY",,Private,57,292,58,26,275,8
2909,Queens Hospital Center,"Jamaica, NY",,Government,400,90,47,336,86,31
2910,St Mary's Hospital ( Troy ),"Troy, NY",,Private,207,56,53,116,42,1
2911,Brookdale Hospital Medical Center,"Brooklyn, NY",,Private,226,367,14,88,5,12
2912,Westchester Medical Center,"Valhalla, NY",,Government,333,176,60,224,63,6
2913,Auburn  Community  Hospital,"Auburn, NY",,Private,262,373,28,108,23,3
2914,New York-presbyterian Brooklyn Methodist Hospital,"Brooklyn, NY",,Private,154,410,53,66,34,14
2915,Nicholas H Noyes Memorial Hospital,"Dansville, NY",,Private,73,616,3,46,515,0
2916,Upmc Chautauqua Wca,"Jamestown, NY",,Private,444,120,8,78,37,3
2917,Harlem Hospital Center,"New York, NY",,Government,74,270,49,39,106,1
2918,University Hospital S U N Y Health Science Center,"Syracuse, NY",,Government,96,590,12,58,322,8
2919,St Elizabeth Medical Center,"Utica, NY",,Private,167,655,11,147,424,6
2920,St Charles Hospital,"Port Jefferson, NY",,Private,471,537,17,399,378,2
2921,Champlain Valley Physicians Hospital Medical Ctr,"Plattsburgh, NY",,Private,139,123,63,56,6,55
2922,Mercy Medical Center,"Rockville Centre, NY",,Private,166,626,75,77,245,71
2923,Phelps Memorial Hospital Assn,"Sleepy Hollow, NY",,Unknown,213,613,44,106,233,27
2924,St Luke's Cornwall Hospital,"Newburgh, NY",,Unknown,17,616,48,15,501,17
2925,Clifton Springs Hospital And Clinic,"Clifton Springs, NY",,Private,92,157,6,54,139,4
2926,New York-presbyterian/hudson Valley Hospital,"Cortlandt Manor, NY",,Private,51,120,60,2,120,0
2927,Cobleskill Regional Hospital,"Cobleskill, NY",,Private,343,185,57,76,151,50
2928,Hospital For Special Surgery,"New York, NY",,Private,83,255,77,26,209,30
2929,Putnam Hospital Center,"Carmel, NY",,Private,329,561,24,136,73,20
2930,Nathan Littauer Hospital,"Gloversville, NY",,Private,13,341,35,9,127,26
2931,Corning Hospital,"Corning, NY",,Private,365,416,44,355,162,29
2932,Mercy Hospital Of Buffalo,"Buffalo, NY",,Private,460,240,43,140,231,31
2933,Strong Memorial Hospital,"Rochester, NY",,Private,268,409,23,53,375,16
2934,Good Samaritan Hospital Medical Center,"West Islip, NY",,Church,14,665,44,4,317,17
2935,White Plains Hospital Center,"White Plains, NY",,Private,368,545,59,64,111,15
2936,Cayuga Medical Center At Ithaca,"Ithaca, NY",,Private,246,596,21,159,303,1
2937,Plainview Hospital,"Plainview, NY",,Private,165,87,52,102,76,43
2938,St Joseph Hospital,"Bethpage, NY",,Private,253,428,58,153,387,46
2939,University Hospital Of Brooklyn ( Downstate ),"Brooklyn, NY",,Government,317,596,15,170,364,6
2940,North Central Bronx Hospital,"Bronx, NY",,Government,144,118,26,34,49,19
2941,Catskill Regional Medical Center,"Harris, NY",,Private,81,213,20,36,158,6
2942,Rockefeller University Hospital,"New York, NY",,Private,13,203,63,7,170,18
2943,University Hospital At Stony Brook,"Stony Brook, NY",,Government,448,518,64,438,98,10
2944,"United Health Services Hospitals, Inc","Binghamton, NY",,Private,433,423,33,12,168,27
2945,St John's Episcopal Hospital At South Shore,"Far Rockaway, NY",,Church,338,263,68,23,211,21
2946,Woodhull Medical And Mental Health Center,"Brooklyn, NY",,Government,98,397,20,69,338,4
2947,Interfaith Medical Center,"Brooklyn, NY",,Private,393,638,42,162,450,35
2948,St Barnabas Hospital,"Bronx, NY",,Private,60,534,26,44,13,7
2949,St Catherine Of Siena Hospital,"Smithtown, NY",,Private,420,48,68,185,22,42
2950,Monroe Community Hospital,"Rochester, NY",,Unknown,388,514,56,141,113,38
2951,Helen Hayes Hospital,"West Haverstraw, NY",,Government,389,132,11,244,98,10
2952,Sunnyview Hospital And Rehabilitation Center,"Schenectady, NY",,Private,46,679,60,23,58,57
2953,Tri-town Regional Healthcare,"Sidney, NY",,Private,279,198,7,18,73,0
2954,Burdett Care Center,"Troy, NY",,Private,107,322,67,103,202,43
2955,"Cuba Memorial Hospital, Inc","Cuba, NY",,Private,98,585,3,83,347,3
2956,Elizabethtown Community Hospital,"Elizabethtown, NY",,Private,232,599,25,179,388,3
2957,Catskill Regional Medical Center - G Hermann Site,"Callicoon, NY",,Government,278,533,46,192,490,33
2958,Margaretville Memorial Hospital,"Margaretville, NY",,Private,297,70,61,215,4,56
2959,O'connor Hospital,"Delhi, NY",,Private,238,281,7,18,114,5
2960,Clifton Fine Hospital,"Star Lake, NY",,Private,446,521,73,155,421,52
2961,"River Hospital, Inc","Alexandria Bay, NY",,Private,258,646,47,157,86,30
2962,Ellenville Regional Hospital,"Ellenville, NY",,Private,218,617,13,192,288,1
2963,Little Falls Hospital,"Little Falls, NY",,Private,346,551,30,191,99,11
2964,"Delaware Valley Hospital, Inc","Walton, NY",,Private,174,436,57,102,286,20
2965,"Schuyler Hospital, Inc","Montour Falls, NY",,Private,410,90,43,228,18,28
2966,Soldiers And Sailors Memorial Hospital Of Yates,"Penn Yan, NY",,Unknown,391,602,65,147,362,10
2967,Gouverneur Hospital,"Gouverneur, NY",,Private,324,445,56,114,33,35
2968,"Community Memorial Hospital, Inc","Hamilton, NY",,Private,96,276,56,26,264,27
2969,Lewis County General Hospital,"Lowville, NY",,Unknown,340,51,24,224,7,4
2970,"Carthage Area Hospital, Inc","Carthage, NY",,Private,206,43,59,135,21,28
2971,Medina Memorial Hospital,"Medina, NY",,Private,347,159,7,146,122,2
2972,Blythedale Children's Hospital,"Valhalla, NY",,Private,89,321,26,51,315,14
2973,Carolinas Healthcare System Northeast,"Concord, NC",,Government,9,226,60,6,6,7
2974,Memorial Mission Hospital And Asheville Surgery Ce,"Asheville, NC",,Private,177,440,50,176,73,12
2975,Northern Hospital Of Surry County,"Mount Airy, NC",,Government,441,38,66,316,29,35
2976,High Point Regional Hospital,"High Point, NC",,Private,366,611,21,133,556,19
2977,Scotland Memorial Hospital,"Laurinburg, NC",,Private,482,321,48,270,60,14
2978,Wayne Memorial Hospital,"Goldsboro, NC",,Private,355,204,3,176,160,3
2979,Rutherford Regional Medical Center,"Rutherfordton, NC",,Proprietary,250,279,18,125,173,11
2980,Novant Health Forsyth Medical Center,"Winston-salem, NC",,Private,217,486,27,107,1,19
2981,Novant Health Rowan Medical Center,"Salisbury, NC",,Private,5,242,15,1,50,11
2982,Harris Regional Hospital,"Sylva, NC",,Proprietary,426,296,33,399,119,2
2983,Margaret R Pardee Memorial Hospital,"Hendersonville, NC",,Government,150,124,59,6,123,45
2984,Central Carolina Hospital,"Sanford, NC",,Private,389,595,30,56,345,14
2985,Carolinas Healthcare System Cleveland,"Shelby, NC",,Government,347,332,33,123,227,10
2986,Park Ridge Health,"Hendersonville, NC",,Private,362,249,31,149,102,23
2987,Sampson Regional Medical Center,"Clinton, NC",,Government,417,265,42,54,35,34
2988,Unc Lenoir Health Care,"Kinston, NC",,Private,202,229,41,120,91,0
